period,respondent,respondent-name,type,type-name,value,value-units
2024-03-02T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42756,megawatthours
2024-03-02T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42362,megawatthours
2024-03-02T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42408,megawatthours
2024-03-02T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42824,megawatthours
2024-03-02T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43617,megawatthours
2024-03-02T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42365,megawatthours
2024-03-02T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40916,megawatthours
2024-03-02T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39549,megawatthours
2024-03-02T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38801,megawatthours
2024-03-02T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38820,megawatthours
2024-03-02T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38865,megawatthours
2024-03-02T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39214,megawatthours
2024-03-02T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40062,megawatthours
2024-03-02T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41580,megawatthours
2024-03-02T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42667,megawatthours
2024-03-02T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43950,megawatthours
2024-03-02T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44642,megawatthours
2024-03-02T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45111,megawatthours
2024-03-02T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44692,megawatthours
2024-03-02T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44534,megawatthours
2024-03-01T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44628,megawatthours
2024-03-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43837,megawatthours
2024-03-01T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43496,megawatthours
2024-03-01T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43461,megawatthours
2024-03-01T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43901,megawatthours
2024-03-01T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44913,megawatthours
2024-03-01T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46503,megawatthours
2024-03-01T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48245,megawatthours
2024-03-01T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49428,megawatthours
2024-03-01T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50274,megawatthours
2024-03-01T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49333,megawatthours
2024-03-01T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46159,megawatthours
2024-03-01T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43877,megawatthours
2024-03-01T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43031,megawatthours
2024-03-01T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42974,megawatthours
2024-03-01T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43410,megawatthours
2024-03-01T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44113,megawatthours
2024-03-01T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45575,megawatthours
2024-03-01T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47413,megawatthours
2024-03-01T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49749,megawatthours
2024-03-01T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51073,megawatthours
2024-03-01T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51628,megawatthours
2024-03-01T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51123,megawatthours
2024-03-01T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49739,megawatthours
2024-02-29T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48762,megawatthours
2024-02-29T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48249,megawatthours
2024-02-29T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48430,megawatthours
2024-02-29T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48642,megawatthours
2024-02-29T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48793,megawatthours
2024-02-29T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49413,megawatthours
2024-02-29T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50032,megawatthours
2024-02-29T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50374,megawatthours
2024-02-29T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50478,megawatthours
2024-02-29T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50206,megawatthours
2024-02-29T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48704,megawatthours
2024-02-29T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44851,megawatthours
2024-02-29T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42519,megawatthours
2024-02-29T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41694,megawatthours
2024-02-29T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41523,megawatthours
2024-02-29T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41955,megawatthours
2024-02-29T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42936,megawatthours
2024-02-29T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44308,megawatthours
2024-02-29T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46380,megawatthours
2024-02-29T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48497,megawatthours
2024-02-29T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49678,megawatthours
2024-02-29T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49929,megawatthours
2024-02-29T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49565,megawatthours
2024-02-29T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48282,megawatthours
2024-02-28T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47270,megawatthours
2024-02-28T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46491,megawatthours
2024-02-28T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46305,megawatthours
2024-02-28T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46629,megawatthours
2024-02-28T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46724,megawatthours
2024-02-28T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46662,megawatthours
2024-02-28T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46542,megawatthours
2024-02-28T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46293,megawatthours
2024-02-28T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46154,megawatthours
2024-02-28T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45144,megawatthours
2024-02-28T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43691,megawatthours
2024-02-28T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40386,megawatthours
2024-02-28T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38637,megawatthours
2024-02-28T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38131,megawatthours
2024-02-28T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38840,megawatthours
2024-02-28T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39983,megawatthours
2024-02-28T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42034,megawatthours
2024-02-28T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44616,megawatthours
2024-02-28T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47388,megawatthours
2024-02-28T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49707,megawatthours
2024-02-28T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51440,megawatthours
2024-02-28T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52515,megawatthours
2024-02-28T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52635,megawatthours
2024-02-28T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52329,megawatthours
2024-02-27T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52582,megawatthours
2024-02-27T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52549,megawatthours
2024-02-27T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51882,megawatthours
2024-02-27T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51066,megawatthours
2024-02-27T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50173,megawatthours
2024-02-27T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48680,megawatthours
2024-02-27T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47572,megawatthours
2024-02-27T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46101,megawatthours
2024-02-27T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45327,megawatthours
2024-02-27T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44740,megawatthours
2024-02-27T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43429,megawatthours
2024-02-27T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40708,megawatthours
2024-02-27T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39150,megawatthours
2024-02-27T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38934,megawatthours
2024-02-27T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39064,megawatthours
2024-02-27T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39865,megawatthours
2024-02-27T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41538,megawatthours
2024-02-27T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44016,megawatthours
2024-02-27T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47036,megawatthours
2024-02-27T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49787,megawatthours
2024-02-27T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51654,megawatthours
2024-02-27T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53099,megawatthours
2024-02-27T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53443,megawatthours
2024-02-27T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53796,megawatthours
2024-02-26T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54001,megawatthours
2024-02-26T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53471,megawatthours
2024-02-26T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52023,megawatthours
2024-02-26T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50224,megawatthours
2024-02-26T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48448,megawatthours
2024-02-26T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46794,megawatthours
2024-02-26T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45588,megawatthours
2024-02-26T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44623,megawatthours
2024-02-26T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44069,megawatthours
2024-02-26T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43053,megawatthours
2024-02-26T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41732,megawatthours
2024-02-26T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38891,megawatthours
2024-02-26T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37218,megawatthours
2024-02-26T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36715,megawatthours
2024-02-26T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36823,megawatthours
2024-02-26T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37328,megawatthours
2024-02-26T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38882,megawatthours
2024-02-26T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40572,megawatthours
2024-02-26T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42662,megawatthours
2024-02-26T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44922,megawatthours
2024-02-26T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46407,megawatthours
2024-02-26T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48010,megawatthours
2024-02-26T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47957,megawatthours
2024-02-26T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48105,megawatthours
2024-02-25T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47784,megawatthours
2024-02-25T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46569,megawatthours
2024-02-25T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45597,megawatthours
2024-02-25T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43879,megawatthours
2024-02-25T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42856,megawatthours
2024-02-25T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41698,megawatthours
2024-02-25T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41091,megawatthours
2024-02-25T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40903,megawatthours
2024-02-25T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39751,megawatthours
2024-02-25T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38464,megawatthours
2024-02-25T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37658,megawatthours
2024-02-25T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36771,megawatthours
2024-02-25T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36340,megawatthours
2024-02-25T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36236,megawatthours
2024-02-25T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36643,megawatthours
2024-02-25T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37255,megawatthours
2024-02-25T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38363,megawatthours
2024-02-25T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39826,megawatthours
2024-02-25T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41576,megawatthours
2024-02-25T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42744,megawatthours
2024-02-25T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43805,megawatthours
2024-02-25T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44646,megawatthours
2024-02-25T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44975,megawatthours
2024-02-25T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45288,megawatthours
2024-02-24T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45221,megawatthours
2024-02-24T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44388,megawatthours
2024-02-24T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43557,megawatthours
2024-02-24T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42918,megawatthours
2024-02-24T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42519,megawatthours
2024-02-24T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42120,megawatthours
2024-02-24T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41988,megawatthours
2024-02-24T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42024,megawatthours
2024-02-24T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42034,megawatthours
2024-02-24T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40921,megawatthours
2024-02-24T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39263,megawatthours
2024-02-24T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37909,megawatthours
2024-02-24T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37030,megawatthours
2024-02-24T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36920,megawatthours
2024-02-24T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36757,megawatthours
2024-02-24T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37464,megawatthours
2024-02-24T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38391,megawatthours
2024-02-24T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39866,megawatthours
2024-02-24T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41419,megawatthours
2024-02-24T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42989,megawatthours
2024-02-24T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44302,megawatthours
2024-02-24T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45287,megawatthours
2024-02-24T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45448,megawatthours
2024-02-24T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45223,megawatthours
2024-02-23T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45434,megawatthours
2024-02-23T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45085,megawatthours
2024-02-23T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44370,megawatthours
2024-02-23T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43950,megawatthours
2024-02-23T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43517,megawatthours
2024-02-23T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43277,megawatthours
2024-02-23T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43233,megawatthours
2024-02-23T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43138,megawatthours
2024-02-23T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43305,megawatthours
2024-02-23T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43013,megawatthours
2024-02-23T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41768,megawatthours
2024-02-23T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38556,megawatthours
2024-02-23T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36860,megawatthours
2024-02-23T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36268,megawatthours
2024-02-23T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36480,megawatthours
2024-02-23T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37292,megawatthours
2024-02-23T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38936,megawatthours
2024-02-23T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40641,megawatthours
2024-02-23T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43265,megawatthours
2024-02-23T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45529,megawatthours
2024-02-23T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46810,megawatthours
2024-02-23T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48017,megawatthours
2024-02-23T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48275,megawatthours
2024-02-23T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48839,megawatthours
2024-02-22T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49124,megawatthours
2024-02-22T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48526,megawatthours
2024-02-22T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47772,megawatthours
2024-02-22T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46934,megawatthours
2024-02-22T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46245,megawatthours
2024-02-22T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45622,megawatthours
2024-02-22T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45453,megawatthours
2024-02-22T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44796,megawatthours
2024-02-22T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43767,megawatthours
2024-02-22T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43219,megawatthours
2024-02-22T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41848,megawatthours
2024-02-22T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38994,megawatthours
2024-02-22T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37316,megawatthours
2024-02-22T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36929,megawatthours
2024-02-22T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37063,megawatthours
2024-02-22T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37750,megawatthours
2024-02-22T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38844,megawatthours
2024-02-22T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40886,megawatthours
2024-02-22T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43305,megawatthours
2024-02-22T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45782,megawatthours
2024-02-22T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47196,megawatthours
2024-02-22T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48196,megawatthours
2024-02-22T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48029,megawatthours
2024-02-22T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47623,megawatthours
2024-02-21T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47372,megawatthours
2024-02-21T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46779,megawatthours
2024-02-21T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46229,megawatthours
2024-02-21T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45654,megawatthours
2024-02-21T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44670,megawatthours
2024-02-21T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43975,megawatthours
2024-02-21T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43729,megawatthours
2024-02-21T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43510,megawatthours
2024-02-21T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43610,megawatthours
2024-02-21T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43456,megawatthours
2024-02-21T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42300,megawatthours
2024-02-21T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39110,megawatthours
2024-02-21T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37302,megawatthours
2024-02-21T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36612,megawatthours
2024-02-21T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36647,megawatthours
2024-02-21T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37313,megawatthours
2024-02-21T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38619,megawatthours
2024-02-21T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40537,megawatthours
2024-02-21T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42864,megawatthours
2024-02-21T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45052,megawatthours
2024-02-21T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46442,megawatthours
2024-02-21T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47197,megawatthours
2024-02-21T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46803,megawatthours
2024-02-21T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45976,megawatthours
2024-02-20T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45547,megawatthours
2024-02-20T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44898,megawatthours
2024-02-20T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44323,megawatthours
2024-02-20T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43964,megawatthours
2024-02-20T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43297,megawatthours
2024-02-20T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43452,megawatthours
2024-02-20T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44415,megawatthours
2024-02-20T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45793,megawatthours
2024-02-20T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48120,megawatthours
2024-02-20T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50117,megawatthours
2024-02-20T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48818,megawatthours
2024-02-20T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44753,megawatthours
2024-02-20T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42004,megawatthours
2024-02-20T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40650,megawatthours
2024-02-20T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40381,megawatthours
2024-02-20T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40276,megawatthours
2024-02-20T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40669,megawatthours
2024-02-20T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41904,megawatthours
2024-02-20T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43817,megawatthours
2024-02-20T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45548,megawatthours
2024-02-20T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46753,megawatthours
2024-02-20T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46998,megawatthours
2024-02-20T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45390,megawatthours
2024-02-20T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44002,megawatthours
2024-02-19T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43321,megawatthours
