period,respondent,respondent-name,type,type-name,value,value-units
2024-11-29T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44616,megawatthours
2024-11-29T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45781,megawatthours
2024-11-29T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46835,megawatthours
2024-11-29T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47557,megawatthours
2024-11-29T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48072,megawatthours
2024-11-29T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47811,megawatthours
2024-11-29T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46444,megawatthours
2024-11-29T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44633,megawatthours
2024-11-29T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43149,megawatthours
2024-11-29T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42416,megawatthours
2024-11-29T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42181,megawatthours
2024-11-29T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42422,megawatthours
2024-11-29T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42810,megawatthours
2024-11-29T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43613,megawatthours
2024-11-29T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44601,megawatthours
2024-11-29T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45350,megawatthours
2024-11-29T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45602,megawatthours
2024-11-29T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45638,megawatthours
2024-11-29T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45893,megawatthours
2024-11-29T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45508,megawatthours
2024-11-28T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44617,megawatthours
2024-11-28T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44683,megawatthours
2024-11-28T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45106,megawatthours
2024-11-28T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46320,megawatthours
2024-11-28T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47543,megawatthours
2024-11-28T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48173,megawatthours
2024-11-28T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47906,megawatthours
2024-11-28T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46796,megawatthours
2024-11-28T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44972,megawatthours
2024-11-28T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42812,megawatthours
2024-11-28T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41366,megawatthours
2024-11-28T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40160,megawatthours
2024-11-28T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39562,megawatthours
2024-11-28T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39671,megawatthours
2024-11-28T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40287,megawatthours
2024-11-28T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41148,megawatthours
2024-11-28T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42510,megawatthours
2024-11-28T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44323,megawatthours
2024-11-28T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46445,megawatthours
2024-11-28T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48267,megawatthours
2024-11-28T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49312,megawatthours
2024-11-28T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50475,megawatthours
2024-11-28T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51775,megawatthours
2024-11-28T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51684,megawatthours
2024-11-27T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51190,megawatthours
2024-11-27T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51190,megawatthours
2024-11-27T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50884,megawatthours
2024-11-27T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50087,megawatthours
2024-11-27T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48947,megawatthours
2024-11-27T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48226,megawatthours
2024-11-27T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47555,megawatthours
2024-11-27T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46787,megawatthours
2024-11-27T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46066,megawatthours
2024-11-27T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45118,megawatthours
2024-11-27T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43804,megawatthours
2024-11-27T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41702,megawatthours
2024-11-27T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40426,megawatthours
2024-11-27T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40117,megawatthours
2024-11-27T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40353,megawatthours
2024-11-27T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40936,megawatthours
2024-11-27T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41980,megawatthours
2024-11-27T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43652,megawatthours
2024-11-27T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45443,megawatthours
2024-11-27T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47055,megawatthours
2024-11-27T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47922,megawatthours
2024-11-27T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48697,megawatthours
2024-11-27T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49119,megawatthours
2024-11-27T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48264,megawatthours
2024-11-26T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47374,megawatthours
2024-11-26T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47320,megawatthours
2024-11-26T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46857,megawatthours
2024-11-26T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46487,megawatthours
2024-11-26T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46464,megawatthours
2024-11-26T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46916,megawatthours
2024-11-26T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47549,megawatthours
2024-11-26T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48229,megawatthours
2024-11-26T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48418,megawatthours
2024-11-26T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47417,megawatthours
2024-11-26T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46275,megawatthours
2024-11-26T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43341,megawatthours
2024-11-26T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41951,megawatthours
2024-11-26T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41405,megawatthours
2024-11-26T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41455,megawatthours
2024-11-26T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41884,megawatthours
2024-11-26T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42893,megawatthours
2024-11-26T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44466,megawatthours
2024-11-26T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46625,megawatthours
2024-11-26T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48622,megawatthours
2024-11-26T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50249,megawatthours
2024-11-26T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51706,megawatthours
2024-11-26T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53183,megawatthours
2024-11-26T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53256,megawatthours
2024-11-25T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53354,megawatthours
2024-11-25T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53851,megawatthours
2024-11-25T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53675,megawatthours
2024-11-25T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53193,megawatthours
2024-11-25T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52030,megawatthours
2024-11-25T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50721,megawatthours
2024-11-25T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49304,megawatthours
2024-11-25T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47523,megawatthours
2024-11-25T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45710,megawatthours
2024-11-25T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43851,megawatthours
2024-11-25T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42893,megawatthours
2024-11-25T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40976,megawatthours
2024-11-25T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39519,megawatthours
2024-11-25T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39148,megawatthours
2024-11-25T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39545,megawatthours
2024-11-25T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40205,megawatthours
2024-11-25T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41645,megawatthours
2024-11-25T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43452,megawatthours
2024-11-25T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45473,megawatthours
2024-11-25T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47488,megawatthours
2024-11-25T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48833,megawatthours
2024-11-25T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50153,megawatthours
2024-11-25T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51211,megawatthours
2024-11-25T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50981,megawatthours
2024-11-24T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50652,megawatthours
2024-11-24T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50334,megawatthours
2024-11-24T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49566,megawatthours
2024-11-24T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48478,megawatthours
2024-11-24T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47486,megawatthours
2024-11-24T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46302,megawatthours
2024-11-24T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45176,megawatthours
2024-11-24T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43969,megawatthours
2024-11-24T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42536,megawatthours
2024-11-24T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41105,megawatthours
2024-11-24T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40260,megawatthours
2024-11-24T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39494,megawatthours
2024-11-24T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39139,megawatthours
2024-11-24T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39235,megawatthours
2024-11-24T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39609,megawatthours
2024-11-24T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40288,megawatthours
2024-11-24T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41430,megawatthours
2024-11-24T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42648,megawatthours
2024-11-24T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44062,megawatthours
2024-11-24T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45348,megawatthours
2024-11-24T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46145,megawatthours
2024-11-24T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47118,megawatthours
2024-11-24T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48009,megawatthours
2024-11-24T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47641,megawatthours
2024-11-23T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47417,megawatthours
2024-11-23T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47269,megawatthours
2024-11-23T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46785,megawatthours
2024-11-23T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46046,megawatthours
2024-11-23T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45567,megawatthours
2024-11-23T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45551,megawatthours
2024-11-23T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45435,megawatthours
2024-11-23T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45507,megawatthours
2024-11-23T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45278,megawatthours
2024-11-23T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44520,megawatthours
2024-11-23T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43152,megawatthours
2024-11-23T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41782,megawatthours
2024-11-23T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40670,megawatthours
2024-11-23T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40644,megawatthours
2024-11-23T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40770,megawatthours
2024-11-23T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41179,megawatthours
2024-11-23T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41907,megawatthours
2024-11-23T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43148,megawatthours
2024-11-23T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44472,megawatthours
2024-11-23T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45585,megawatthours
2024-11-23T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46222,megawatthours
2024-11-23T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46906,megawatthours
2024-11-23T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47736,megawatthours
2024-11-23T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47742,megawatthours
2024-11-22T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47187,megawatthours
2024-11-22T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46894,megawatthours
2024-11-22T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46440,megawatthours
2024-11-22T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46002,megawatthours
2024-11-22T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45515,megawatthours
2024-11-22T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45883,megawatthours
2024-11-22T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46318,megawatthours
2024-11-22T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46773,megawatthours
2024-11-22T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47336,megawatthours
2024-11-22T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48189,megawatthours
2024-11-22T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47196,megawatthours
2024-11-22T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43895,megawatthours
2024-11-22T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41669,megawatthours
2024-11-22T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40728,megawatthours
2024-11-22T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40460,megawatthours
2024-11-22T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40753,megawatthours
2024-11-22T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41526,megawatthours
2024-11-22T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42920,megawatthours
2024-11-22T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44691,megawatthours
2024-11-22T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46312,megawatthours
2024-11-22T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47067,megawatthours
2024-11-22T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47413,megawatthours
2024-11-22T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47850,megawatthours
2024-11-22T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47125,megawatthours
2024-11-21T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46835,megawatthours
2024-11-21T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46209,megawatthours
2024-11-21T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45931,megawatthours
2024-11-21T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45591,megawatthours
2024-11-21T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45230,megawatthours
2024-11-21T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45564,megawatthours
2024-11-21T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46315,megawatthours
2024-11-21T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47149,megawatthours
2024-11-21T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48217,megawatthours
2024-11-21T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48362,megawatthours
2024-11-21T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47555,megawatthours
2024-11-21T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43831,megawatthours
2024-11-21T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41440,megawatthours
2024-11-21T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40401,megawatthours
2024-11-21T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40190,megawatthours
2024-11-21T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40406,megawatthours
2024-11-21T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40879,megawatthours
2024-11-21T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42206,megawatthours
2024-11-21T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43837,megawatthours
2024-11-21T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45892,megawatthours
2024-11-21T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46885,megawatthours
2024-11-21T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46964,megawatthours
2024-11-21T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47078,megawatthours
2024-11-21T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46387,megawatthours
2024-11-20T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46603,megawatthours
2024-11-20T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46055,megawatthours
2024-11-20T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45774,megawatthours
2024-11-20T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45645,megawatthours
2024-11-20T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45231,megawatthours
2024-11-20T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45087,megawatthours
2024-11-20T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45189,megawatthours
2024-11-20T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45102,megawatthours
2024-11-20T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44981,megawatthours
2024-11-20T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44412,megawatthours
2024-11-20T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43481,megawatthours
2024-11-20T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40813,megawatthours
2024-11-20T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38839,megawatthours
2024-11-20T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38097,megawatthours
2024-11-20T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38168,megawatthours
2024-11-20T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38731,megawatthours
2024-11-20T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39667,megawatthours
2024-11-20T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41481,megawatthours
2024-11-20T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43339,megawatthours
2024-11-20T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45534,megawatthours
2024-11-20T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47141,megawatthours
2024-11-20T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48800,megawatthours
2024-11-20T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50414,megawatthours
2024-11-20T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50689,megawatthours
2024-11-19T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51639,megawatthours
2024-11-19T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51303,megawatthours
2024-11-19T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50276,megawatthours
2024-11-19T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48986,megawatthours
2024-11-19T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47767,megawatthours
2024-11-19T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46588,megawatthours
2024-11-19T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45705,megawatthours
2024-11-19T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45092,megawatthours
2024-11-19T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44514,megawatthours
2024-11-19T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44308,megawatthours
2024-11-19T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43309,megawatthours
2024-11-19T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40466,megawatthours
2024-11-19T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38873,megawatthours
2024-11-19T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38390,megawatthours
2024-11-19T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38748,megawatthours
2024-11-19T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39457,megawatthours
2024-11-19T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40606,megawatthours
2024-11-19T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42544,megawatthours
2024-11-19T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44856,megawatthours
2024-11-19T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47352,megawatthours
2024-11-19T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48917,megawatthours
2024-11-19T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50340,megawatthours
2024-11-19T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51436,megawatthours
2024-11-19T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51761,megawatthours
2024-11-18T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52320,megawatthours
2024-11-18T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52901,megawatthours
2024-11-18T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53184,megawatthours
2024-11-18T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52957,megawatthours
2024-11-18T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52494,megawatthours
2024-11-18T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52091,megawatthours
2024-11-18T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51609,megawatthours
2024-11-18T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51252,megawatthours
2024-11-18T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50588,megawatthours
2024-11-18T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49843,megawatthours
2024-11-18T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48331,megawatthours
2024-11-18T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45478,megawatthours
2024-11-18T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43516,megawatthours
2024-11-18T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42899,megawatthours
2024-11-18T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43361,megawatthours
2024-11-18T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44421,megawatthours
2024-11-18T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45699,megawatthours
2024-11-18T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48084,megawatthours
2024-11-18T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50286,megawatthours
2024-11-18T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52333,megawatthours
2024-11-18T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53387,megawatthours
2024-11-18T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53678,megawatthours
2024-11-18T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53316,megawatthours
2024-11-18T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51957,megawatthours
2024-11-17T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50573,megawatthours
